strain	virus	accession	date	region	country	state	division	city	db	segment	authors	url	title	journal	paper_url
HM488144	wnv	HM488144	2004-08-17	North America	USA	CT	CT/Fairfield			genome					
HM488145	wnv	HM488145	2004-08-30	North America	USA	CT	CT/Fairfield			genome					
HM488146	wnv	HM488146	2004-08-30	North America	USA	CT	CT/Fairfield			genome					
HM488147	wnv	HM488147	2004-09-13	North America	USA	CT	CT/Fairfield			genome					
HM488148	wnv	HM488148	2004-10-04	North America	USA	CT	CT/Fairfield			genome					
HM488149	wnv	HM488149	2005-08-01	North America	USA	CT	CT/Fairfield			genome					
HM488150	wnv	HM488150	2005-09-06	North America	USA	CT	CT/Fairfield			genome					
HM488151	wnv	HM488151	2005-09-06	North America	USA	CT	CT/Fairfield			genome					
HM488152	wnv	HM488152	2005-08-16	North America	USA	CT	CT/Fairfield			genome					
HM488153	wnv	HM488153	2005-08-16	North America	USA	CT	CT/Fairfield			genome					
HM488154	wnv	HM488154	2005-08-16	North America	USA	CT	CT/Fairfield			genome					
HM488155	wnv	HM488155	2006-08-31	North America	USA	CT	CT/Fairfield			genome					
HM488156	wnv	HM488156	2006-09-13	North America	USA	CT	CT/Fairfield			genome					
HM488157	wnv	HM488157	2006-09-18	North America	USA	CT	CT/Fairfield			genome					
HM488158	wnv	HM488158	2006-07-31	North America	USA	CT	CT/Fairfield			genome					
HM488159	wnv	HM488159	2006-08-14	North America	USA	CT	CT/Fairfield			genome					
HM488160	wnv	HM488160	2006-09-25	North America	USA	CT	CT/Fairfield			genome					
HM488161	wnv	HM488161	2007-08-22	North America	USA	CT	CT/Fairfield			genome					
HM488162	wnv	HM488162	2007-09-04	North America	USA	CT	CT/Fairfield			genome					
HM488163	wnv	HM488163	2007-08-29	North America	USA	CT	CT/Fairfield			genome					
HM488164	wnv	HM488164	2007-08-30	North America	USA	CT	CT/Fairfield			genome					
HM488165	wnv	HM488165	2007-08-30	North America	USA	CT	CT/Fairfield			genome					
HM488166	wnv	HM488166	2008-09-10	North America	USA	CT	CT/Fairfield			genome					
HM488167	wnv	HM488167	2008-09-10	North America	USA	CT	CT/Fairfield			genome					
HM488168	wnv	HM488168	2008-09-10	North America	USA	CT	CT/Fairfield			genome					
HM488169	wnv	HM488169	2008-09-16	North America	USA	CT	CT/Fairfield			genome					
HM488170	wnv	HM488170	2008-09-16	North America	USA	CT	CT/Fairfield			genome					
HM488171	wnv	HM488171	2003-07-08	North America	USA	CT	CT/Fairfield			genome					
HM488172	wnv	HM488172	2003-08-11	North America	USA	CT	CT/Fairfield			genome					
HM488173	wnv	HM488173	2003-08-12	North America	USA	CT	CT/New-Haven			genome					
HM488174	wnv	HM488174	2003-08-12	North America	USA	CT	CT/New-Haven			genome					
HM488175	wnv	HM488175	2003-08-19	North America	USA	CT	CT/Hartford			genome					
HM488176	wnv	HM488176	2003-08-20	North America	USA	CT	CT/New-Haven			genome					
HM488177	wnv	HM488177	2002-08-01	North America	USA	IL	IL			genome					
HM488178	wnv	HM488178	2002-08-01	North America	USA	IL	IL			genome					
HM488179	wnv	HM488179	2002-08-01	North America	USA	IL	IL			genome					
HM488180	wnv	HM488180	2002-08-01	North America	USA	IL	IL			genome					
HM488181	wnv	HM488181	2002-08-01	North America	USA	IL	IL			genome					
HM488182	wnv	HM488182	2002-08-01	North America	USA	IL	IL			genome					
HM488183	wnv	HM488183	2002-08-01	North America	USA	IL	IL			genome					
HM488184	wnv	HM488184	2002-08-01	North America	USA	IL	IL			genome					
HM488185	wnv	HM488185	2003-08-01	North America	USA	IL	IL			genome					
HM488186	wnv	HM488186	2003-08-01	North America	USA	IL	IL			genome					
HM488187	wnv	HM488187	2003-08-01	North America	USA	IL	IL			genome					
HM488188	wnv	HM488188	2004-08-01	North America	USA	IL	IL			genome					
HM488189	wnv	HM488189	2004-08-01	North America	USA	IL	IL			genome					
HM488190	wnv	HM488190	2004-08-01	North America	USA	IL	IL			genome					
HM488191	wnv	HM488191	2004-08-01	North America	USA	IL	IL			genome					
HM488192	wnv	HM488192	2005-08-01	North America	USA	IL	IL			genome					
HM488193	wnv	HM488193	2005-08-01	North America	USA	IL	IL			genome					
HM488194	wnv	HM488194	2005-08-01	North America	USA	IL	IL			genome					
HM488195	wnv	HM488195	2005-08-01	North America	USA	IL	IL			genome					
HM488196	wnv	HM488196	2005-08-01	North America	USA	IL	IL			genome					
HM488197	wnv	HM488197	2005-08-01	North America	USA	IL	IL			genome					
HM488198	wnv	HM488198	2005-08-01	North America	USA	IL	IL			genome					
HM488199	wnv	HM488199	2007-08-01	North America	USA	NY	NY			genome					
HM488200	wnv	HM488200	2007-08-01	North America	USA	NY	NY			genome					
HM488201	wnv	HM488201	2007-08-01	North America	USA	NY	NY			genome					
HM488202	wnv	HM488202	2007-08-01	North America	USA	NY	NY			genome					
HM488203	wnv	HM488203	2008-08-01	North America	USA	NY	NY			genome					
HM488204	wnv	HM488204	2008-08-01	North America	USA	NY	NY			genome					
HM488205	wnv	HM488205	2008-08-01	North America	USA	NY	NY			genome					
HM488206	wnv	HM488206	2008-08-01	North America	USA	NY	NY			genome					
HM488207	wnv	HM488207	2008-08-01	North America	USA	NY	NY			genome					
HM488208	wnv	HM488208	2002-08-19	North America	USA	CT	CT/Fairfield			genome					
HM488209	wnv	HM488209	2003-08-14	North America	USA	CT	CT/Fairfield			genome					
HM488210	wnv	HM488210	2003-08-18	North America	USA	CT	CT/New-Haven			genome					
HM488211	wnv	HM488211	2003-08-01	North America	USA	CT	CT/Fairfield			genome					
HM488212	wnv	HM488212	2003-08-19	North America	USA	CT	CT/New-Haven			genome					
HM488213	wnv	HM488213	2003-08-20	North America	USA	CT	CT/Fairfield			genome					
HM488214	wnv	HM488214	2003-08-20	North America	USA	CT	CT/Fairfield			genome					
HM488215	wnv	HM488215	2003-08-20	North America	USA	CT	CT/Fairfield			genome					
HM488216	wnv	HM488216	2003-08-20	North America	USA	CT	CT/Windham			genome					
HM488217	wnv	HM488217	2003-08-21	North America	USA	CT	CT/New-Haven			genome					
HM488218	wnv	HM488218	2003-08-25	North America	USA	CT	CT/Fairfield			genome					
HM488219	wnv	HM488219	2003-08-25	North America	USA	CT	CT/Hartford			genome					
HM488220	wnv	HM488220	2003-08-25	North America	USA	CT	CT/New-Haven			genome					
HM488221	wnv	HM488221	2003-09-03	North America	USA	CT	CT/New-London			genome					
HM488222	wnv	HM488222	2003-09-09	North America	USA	CT	CT/New-London			genome					
HM488223	wnv	HM488223	2003-09-11	North America	USA	CT	CT/Fairfield			genome					
HM488224	wnv	HM488224	2003-09-11	North America	USA	CT	CT/Fairfield			genome					
HM488225	wnv	HM488225	2003-09-15	North America	USA	CT	CT/New-Haven			genome					
HM488226	wnv	HM488226	2003-09-15	North America	USA	CT	CT/New-Haven			genome					
HM488227	wnv	HM488227	2003-09-15	North America	USA	CT	CT/New-Haven			genome					
HM488228	wnv	HM488228	2003-09-15	North America	USA	CT	CT/New-Haven			genome					
HM488229	wnv	HM488229	2003-09-15	North America	USA	CT	CT/New-Haven			genome					
HM488230	wnv	HM488230	2003-09-16	North America	USA	CT	CT/Windham			genome					
HM488231	wnv	HM488231	2003-09-17	North America	USA	CT	CT/Middlesex			genome					
HM488232	wnv	HM488232	2003-09-17	North America	USA	CT	CT/Middlesex			genome					
HM488233	wnv	HM488233	2003-09-17	North America	USA	CT	CT/New-Haven			genome					
HM488234	wnv	HM488234	2003-09-17	North America	USA	CT	CT/New-Haven			genome					
HM488235	wnv	HM488235	2003-09-24	North America	USA	CT	CT/Fairfield			genome					
HM488236	wnv	HM488236	2003-10-15	North America	USA	CT	CT/Middlesex			genome					
HM488237	wnv	HM488237	2008-08-01	North America	USA	NY	NY			genome					
HM488238	wnv	HM488238	2008-08-01	North America	USA	NY	NY			genome					
HM488239	wnv	HM488239	2008-08-01	North America	USA	NY	NY			genome					
HM488240	wnv	HM488240	2008-08-01	North America	USA	NY	NY			genome					
HM488241	wnv	HM488241	2008-08-01	North America	USA	NY	NY			genome					
HM488242	wnv	HM488242	2008-08-01	North America	USA	NY	NY			genome					
HM488243	wnv	HM488243	2008-08-01	North America	USA	NY	NY			genome					
HM488244	wnv	HM488244	2008-08-01	North America	USA	NY	NY			genome					
HM488245	wnv	HM488245	2008-08-01	North America	USA	NY	NY			genome					
HM488246	wnv	HM488246	2001-08-01	North America	USA	NY	NY			genome					
HM488247	wnv	HM488247	2001-08-01	North America	USA	NY	NY			genome					
HM488248	wnv	HM488248	2001-08-01	North America	USA	NY	NY			genome					
HM488249	wnv	HM488249	2001-08-01	North America	USA	NY	NY			genome					
HM488250	wnv	HM488250	2003-08-01	North America	USA	NY	NY			genome					
HM488251	wnv	HM488251	2003-08-01	North America	USA	NY	NY			genome					
HM488252	wnv	HM488252	2005-01-01	North America	USA	NY	NY			genome					
HM488253	wnv	HM488253	2006-08-01	North America	USA	IL	IL			genome					
HM488254	wnv	HM488254	2007-08-01	North America	USA	IL	IL			genome					
HM538584	wnv	HM538584	2007-XX-XX	North America	USA	NY	NY			genome					
HM756648	wnv	HM756648	2002-09-24	North America	USA	CT	CT/Fairfield			genome					
HM756649	wnv	HM756649	2006-09-05	North America	USA	CT	CT/Fairfield			genome					
HM756650	wnv	HM756650	2003-08-21	North America	USA	CT	CT/New-Haven			genome					
HM756651	wnv	HM756651	2003-08-25	North America	USA	CT	CT/Fairfield			genome					
HM756652	wnv	HM756652	2003-08-26	North America	USA	CT	CT/Middlesex			genome					
HM756653	wnv	HM756653	2003-08-26	North America	USA	CT	CT/Middlesex			genome					
HM756654	wnv	HM756654	2003-09-09	North America	USA	CT	CT/Fairfield			genome					
HM756656	wnv	HM756656	2003-09-17	North America	USA	CT	CT/New-London			genome					
HM756657	wnv	HM756657	2003-10-01	North America	USA	CT	CT/Fairfield			genome					
HM756658	wnv	HM756658	2003-10-07	North America	USA	CT	CT/New-London			genome					
HM756659	wnv	HM756659	2003-10-08	North America	USA	CT	CT/Middlesex			genome					
HM756660	wnv	HM756660	2008-08-01	North America	USA	NY	NY			genome					
HM756661	wnv	HM756661	2001-08-01	North America	USA	NY	NY			genome					
HM756662	wnv	HM756662	2001-08-01	North America	USA	NY	NY			genome					
HM756663	wnv	HM756663	2001-08-01	North America	USA	NY	NY			genome					
HM756664	wnv	HM756664	2002-08-01	North America	USA	NY	NY			genome					
HM756665	wnv	HM756665	2002-08-01	North America	USA	NY	NY			genome					
HM756666	wnv	HM756666	2003-08-01	North America	USA	NY	NY			genome					
HM756667	wnv	HM756667	2003-08-01	North America	USA	NY	NY			genome					
HM756668	wnv	HM756668	2003-08-01	North America	USA	NY	NY			genome					
HM756669	wnv	HM756669	2003-08-01	North America	USA	NY	NY			genome					
HM756670	wnv	HM756670	2003-08-01	North America	USA	NY	NY			genome					
HM756671	wnv	HM756671	2004-08-01	North America	USA	NY	NY			genome					
HM756672	wnv	HM756672	2004-08-01	North America	USA	NY	NY			genome					
HM756673	wnv	HM756673	2004-08-01	North America	USA	NY	NY			genome					
HM756675	wnv	HM756675	2005-08-01	North America	USA	NY	NY			genome					
HM756676	wnv	HM756676	2003-08-01	North America	USA	IL	IL			genome					
HM756677	wnv	HM756677	2005-08-01	North America	USA	NM	NM			genome					
HM756678	wnv	HM756678	2007-08-01	North America	USA	NY	NY			genome					
HQ671696	wnv	HQ671696	2001-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671697	wnv	HQ671697	2001-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671698	wnv	HQ671698	2002-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671699	wnv	HQ671699	2002-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671700	wnv	HQ671700	2003-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671701	wnv	HQ671701	2003-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671702	wnv	HQ671702	2003-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671703	wnv	HQ671703	2003-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671704	wnv	HQ671704	2003-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671705	wnv	HQ671705	2003-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671706	wnv	HQ671706	1999-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671707	wnv	HQ671707	1999-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671708	wnv	HQ671708	2000-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671709	wnv	HQ671709	2000-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671710	wnv	HQ671710	2000-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671711	wnv	HQ671711	2000-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671712	wnv	HQ671712	2000-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671713	wnv	HQ671713	2001-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671714	wnv	HQ671714	2001-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671715	wnv	HQ671715	2001-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671716	wnv	HQ671716	2001-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671717	wnv	HQ671717	2001-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671718	wnv	HQ671718	2001-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671719	wnv	HQ671719	2001-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671720	wnv	HQ671720	2002-08-01	North America	USA	CT	CT/Fairfield			genome					
HQ671721	wnv	HQ671721	2008-08-01	North America	USA	NY	NY			genome					
HQ671722	wnv	HQ671722	2002-08-01	North America	USA	NY	NY			genome					
HQ671723	wnv	HQ671723	2003-08-01	North America	USA	NY	NY			genome					
HQ671724	wnv	HQ671724	2005-08-01	North America	USA	NY	NY			genome					
HQ671725	wnv	HQ671725	2005-08-01	North America	USA	NY	NY			genome					
HQ671726	wnv	HQ671726	2005-08-01	North America	USA	NY	NY			genome					
HQ671727	wnv	HQ671727	2006-08-01	North America	USA	NY	NY			genome					
HQ671728	wnv	HQ671728	2006-08-01	North America	USA	NY	NY			genome					
HQ671729	wnv	HQ671729	2006-08-01	North America	USA	NY	NY			genome					
HQ671730	wnv	HQ671730	2007-08-01	North America	USA	NY	NY			genome					
HQ671742	wnv	HQ671742	2002-08-01	North America	USA	IL	IL			genome					
HQ705659	wnv	HQ705659	2003-08-01	North America	USA	CT	CT			genome					
HQ705660	wnv	HQ705660	2003-08-01	North America	USA	NY	NY			genome					
HQ705669	wnv	HQ705669	2002-08-01	North America	USA	IL	IL			genome					
JF415914	wnv	JF415914	2005-08-01	North America	USA	TX	TX/Harris			genome					
JF415915	wnv	JF415915	2006-08-01	North America	USA	TX	TX/Harris			genome					
JF415916	wnv	JF415916	2006-08-01	North America	USA	TX	TX/Harris			genome					
JF415917	wnv	JF415917	2007-08-01	North America	USA	TX	TX/Harris			genome					
JF415918	wnv	JF415918	2007-08-01	North America	USA	TX	TX/Harris			genome					
JF415919	wnv	JF415919	2007-08-01	North America	USA	TX	TX/Harris			genome					
JF415920	wnv	JF415920	2007-08-01	North America	USA	TX	TX/Harris			genome					
JF415921	wnv	JF415921	2008-08-01	North America	USA	TX	TX/Harris			genome					
JF415922	wnv	JF415922	2009-08-01	North America	USA	TX	TX/Harris			genome					
JF415923	wnv	JF415923	2009-08-01	North America	USA	TX	TX/Harris			genome					
JF415924	wnv	JF415924	2009-08-01	North America	USA	TX	TX/Harris			genome					
JF415925	wnv	JF415925	2009-08-01	North America	USA	TX	TX/Harris			genome					
JF415926	wnv	JF415926	2009-08-01	North America	USA	TX	TX/Harris			genome					
JF415927	wnv	JF415927	2009-08-01	North America	USA	TX	TX/Harris			genome					
JF415928	wnv	JF415928	2009-08-01	North America	USA	TX	TX/Harris			genome					
JF415929	wnv	JF415929	2005-08-01	North America	USA	TX	TX/Harris			genome					
JF415930	wnv	JF415930	2006-08-01	North America	USA	TX	TX/Harris			genome					
JF488086	wnv	JF488086	2004-08-01	North America	USA	CT	CT			genome					
JF488087	wnv	JF488087	2004-08-01	North America	USA	CT	CT			genome					
JF488088	wnv	JF488088	2004-08-01	North America	USA	CT	CT			genome					
JF488089	wnv	JF488089	2004-08-01	North America	USA	CT	CT			genome					
JF488090	wnv	JF488090	2004-08-01	North America	USA	CT	CT			genome					
JF488091	wnv	JF488091	2004-08-01	North America	USA	CT	CT			genome					
JF488092	wnv	JF488092	2004-08-01	North America	USA	CT	CT			genome					
JF488093	wnv	JF488093	2005-08-01	North America	USA	CT	CT			genome					
JF488094	wnv	JF488094	2004-08-01	North America	USA	NY	NY			genome					
JF488095	wnv	JF488095	2009-08-01	North America	USA	NY	NY			genome					
JF488096	wnv	JF488096	2009-08-01	North America	USA	NY	NY			genome					
JF488097	wnv	JF488097	2007-08-01	North America	USA	NY	NY			genome					
JF703161	wnv	JF703161	2004-07-02	North America	USA	CA	CA/Imperial			genome					
JF703162	wnv	JF703162	2003-07-15	North America	USA	CA	CA/Imperial			genome					
JF703163	wnv	JF703163	2005-11-08	North America	USA	CA	CA/Riverside			genome					
JF703164	wnv	JF703164	2003-08-01	North America	USA	CA	CA/Imperial			genome					
JF730042	wnv	JF730042	2007-08-01	North America	USA	NY	NY			genome					
JF730043	wnv	JF730043	2002-08-01	North America	USA	CT	CT/Fairfield			genome					
JF899528	wnv	JF899528	2004-08-01	North America	USA	NY	NY			genome					
JF899529	wnv	JF899529	2005-08-01	North America	USA	NY	NY			genome					
JF920306	wnv	JF920306	2003-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920307	wnv	JF920307	2001-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920728	wnv	JF920728	2003-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920729	wnv	JF920729	2006-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920730	wnv	JF920730	2006-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920731	wnv	JF920731	2006-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920732	wnv	JF920732	2006-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920733	wnv	JF920733	2006-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920734	wnv	JF920734	2006-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920735	wnv	JF920735	2006-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920736	wnv	JF920736	2006-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920737	wnv	JF920737	2006-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920738	wnv	JF920738	2007-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920739	wnv	JF920739	2007-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920740	wnv	JF920740	2007-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920741	wnv	JF920741	2007-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920742	wnv	JF920742	2007-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920743	wnv	JF920743	2007-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920744	wnv	JF920744	2007-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920745	wnv	JF920745	2007-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920746	wnv	JF920746	2007-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920747	wnv	JF920747	2008-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920748	wnv	JF920748	2008-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920749	wnv	JF920749	2008-08-01	North America	USA	CT	CT/Fairfield			genome					
JF920750	wnv	JF920750	2008-08-01	North America	USA	CT	CT/Fairfield			genome					
