strain	virus	accession	date	region	country	state	division	city	db	segment	authors	url	title	journal	paper_url	latitude	longitude	county
HM488234	wnv	HM488234	2003-09-17	North America	USA	NA	CT			genome						41.5978	-72.7554	
HM488235	wnv	HM488235	2003-09-24	North America	USA	NA	CT			genome						41.5978	-72.7554	
HM488236	wnv	HM488236	2003-10-15	North America	USA	NA	CT			genome						41.5978	-72.7554	
HM488237	wnv	HM488237	2008-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM488238	wnv	HM488238	2008-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM488239	wnv	HM488239	2008-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM488240	wnv	HM488240	2008-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM488241	wnv	HM488241	2008-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM488242	wnv	HM488242	2008-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM488243	wnv	HM488243	2008-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM488244	wnv	HM488244	2008-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM488245	wnv	HM488245	2008-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM488246	wnv	HM488246	2001-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM488247	wnv	HM488247	2001-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM488248	wnv	HM488248	2001-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM488249	wnv	HM488249	2001-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM488250	wnv	HM488250	2003-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM488251	wnv	HM488251	2003-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM488252	wnv	HM488252	2005-01-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM488253	wnv	HM488253	2006-08-01	North America	USA	NA	IL			genome						40.3495	-88.9861	
HM488254	wnv	HM488254	2007-08-01	North America	USA	NA	IL			genome						40.3495	-88.9861	
HM538584	wnv	HM538584	2007-XX-XX	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM756648	wnv	HM756648	2002-09-24	North America	USA	NA	CT			genome						41.5978	-72.7554	
HM756649	wnv	HM756649	2006-09-05	North America	USA	NA	CT			genome						41.5978	-72.7554	
HM756650	wnv	HM756650	2003-08-21	North America	USA	NA	CT			genome						41.5978	-72.7554	
HM756651	wnv	HM756651	2003-08-25	North America	USA	NA	CT			genome						41.5978	-72.7554	
HM756652	wnv	HM756652	2003-08-26	North America	USA	NA	CT			genome						41.5978	-72.7554	
HM756653	wnv	HM756653	2003-08-26	North America	USA	NA	CT			genome						41.5978	-72.7554	
HM756654	wnv	HM756654	2003-09-09	North America	USA	NA	CT			genome						41.5978	-72.7554	
HM756656	wnv	HM756656	2003-09-17	North America	USA	NA	CT			genome						41.5978	-72.7554	
HM756657	wnv	HM756657	2003-10-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HM756658	wnv	HM756658	2003-10-07	North America	USA	NA	CT			genome						41.5978	-72.7554	
HM756659	wnv	HM756659	2003-10-08	North America	USA	NA	CT			genome						41.5978	-72.7554	
HM756660	wnv	HM756660	2008-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM756661	wnv	HM756661	2001-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM756662	wnv	HM756662	2001-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM756663	wnv	HM756663	2001-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM756664	wnv	HM756664	2002-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM756665	wnv	HM756665	2002-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM756666	wnv	HM756666	2003-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM756667	wnv	HM756667	2003-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM756668	wnv	HM756668	2003-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM756669	wnv	HM756669	2003-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM756670	wnv	HM756670	2003-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM756671	wnv	HM756671	2004-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM756672	wnv	HM756672	2004-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM756673	wnv	HM756673	2004-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM756675	wnv	HM756675	2005-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HM756676	wnv	HM756676	2003-08-01	North America	USA	NA	IL			genome						40.3495	-88.9861	
HM756677	wnv	HM756677	2005-08-01	North America	USA	NA	NM			genome						34.8405	-106.2485	
HM756678	wnv	HM756678	2007-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HQ671696	wnv	HQ671696	2001-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671697	wnv	HQ671697	2001-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671698	wnv	HQ671698	2002-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671699	wnv	HQ671699	2002-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671700	wnv	HQ671700	2003-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671701	wnv	HQ671701	2003-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671702	wnv	HQ671702	2003-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671703	wnv	HQ671703	2003-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671704	wnv	HQ671704	2003-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671705	wnv	HQ671705	2003-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671706	wnv	HQ671706	1999-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671707	wnv	HQ671707	1999-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671708	wnv	HQ671708	2000-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671709	wnv	HQ671709	2000-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671710	wnv	HQ671710	2000-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671711	wnv	HQ671711	2000-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671712	wnv	HQ671712	2000-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671713	wnv	HQ671713	2001-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671714	wnv	HQ671714	2001-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671715	wnv	HQ671715	2001-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671716	wnv	HQ671716	2001-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671717	wnv	HQ671717	2001-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671718	wnv	HQ671718	2001-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671719	wnv	HQ671719	2001-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671720	wnv	HQ671720	2002-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ671721	wnv	HQ671721	2008-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HQ671722	wnv	HQ671722	2002-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HQ671723	wnv	HQ671723	2003-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HQ671724	wnv	HQ671724	2005-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HQ671725	wnv	HQ671725	2005-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HQ671726	wnv	HQ671726	2005-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HQ671727	wnv	HQ671727	2006-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HQ671728	wnv	HQ671728	2006-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HQ671729	wnv	HQ671729	2006-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HQ671730	wnv	HQ671730	2007-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HQ671742	wnv	HQ671742	2002-08-01	North America	USA	NA	IL			genome						40.3495	-88.9861	
HQ705659	wnv	HQ705659	2003-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
HQ705660	wnv	HQ705660	2003-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
HQ705669	wnv	HQ705669	2002-08-01	North America	USA	NA	IL			genome						40.3495	-88.9861	
JF415914	wnv	JF415914	2005-08-01	North America	USA	NA	TX			genome						31.0545	-97.5635	
JF415915	wnv	JF415915	2006-08-01	North America	USA	NA	TX			genome						31.0545	-97.5635	
JF415916	wnv	JF415916	2006-08-01	North America	USA	NA	TX			genome						31.0545	-97.5635	
JF415917	wnv	JF415917	2007-08-01	North America	USA	NA	TX			genome						31.0545	-97.5635	
JF415918	wnv	JF415918	2007-08-01	North America	USA	NA	TX			genome						31.0545	-97.5635	
JF415919	wnv	JF415919	2007-08-01	North America	USA	NA	TX			genome						31.0545	-97.5635	
JF415920	wnv	JF415920	2007-08-01	North America	USA	NA	TX			genome						31.0545	-97.5635	
JF415921	wnv	JF415921	2008-08-01	North America	USA	NA	TX			genome						31.0545	-97.5635	
JF415922	wnv	JF415922	2009-08-01	North America	USA	NA	TX			genome						31.0545	-97.5635	
JF415923	wnv	JF415923	2009-08-01	North America	USA	NA	TX			genome						31.0545	-97.5635	
JF415924	wnv	JF415924	2009-08-01	North America	USA	NA	TX			genome						31.0545	-97.5635	
JF415925	wnv	JF415925	2009-08-01	North America	USA	NA	TX			genome						31.0545	-97.5635	
JF415926	wnv	JF415926	2009-08-01	North America	USA	NA	TX			genome						31.0545	-97.5635	
JF415927	wnv	JF415927	2009-08-01	North America	USA	NA	TX			genome						31.0545	-97.5635	
JF415928	wnv	JF415928	2009-08-01	North America	USA	NA	TX			genome						31.0545	-97.5635	
JF415929	wnv	JF415929	2005-08-01	North America	USA	NA	TX			genome						31.0545	-97.5635	
JF415930	wnv	JF415930	2006-08-01	North America	USA	NA	TX			genome						31.0545	-97.5635	
JF488086	wnv	JF488086	2004-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF488087	wnv	JF488087	2004-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF488088	wnv	JF488088	2004-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF488089	wnv	JF488089	2004-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF488090	wnv	JF488090	2004-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF488091	wnv	JF488091	2004-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF488092	wnv	JF488092	2004-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF488093	wnv	JF488093	2005-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF488094	wnv	JF488094	2004-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
JF488095	wnv	JF488095	2009-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
JF488096	wnv	JF488096	2009-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
JF488097	wnv	JF488097	2007-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
JF703161	wnv	JF703161	2004-07-02	North America	USA	NA	CA			genome						36.1162	-119.6816	
JF703162	wnv	JF703162	2003-07-15	North America	USA	NA	CA			genome						36.1162	-119.6816	
JF703163	wnv	JF703163	2005-11-08	North America	USA	NA	CA			genome						36.1162	-119.6816	
JF703164	wnv	JF703164	2003-08-01	North America	USA	NA	CA			genome						36.1162	-119.6816	
JF730042	wnv	JF730042	2007-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
JF730043	wnv	JF730043	2002-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF899528	wnv	JF899528	2004-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
JF899529	wnv	JF899529	2005-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
JF920306	wnv	JF920306	2003-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920307	wnv	JF920307	2001-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920728	wnv	JF920728	2003-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920729	wnv	JF920729	2006-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920730	wnv	JF920730	2006-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920731	wnv	JF920731	2006-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920732	wnv	JF920732	2006-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920733	wnv	JF920733	2006-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920734	wnv	JF920734	2006-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920735	wnv	JF920735	2006-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920736	wnv	JF920736	2006-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920737	wnv	JF920737	2006-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920738	wnv	JF920738	2007-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920739	wnv	JF920739	2007-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920740	wnv	JF920740	2007-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920741	wnv	JF920741	2007-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920742	wnv	JF920742	2007-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920743	wnv	JF920743	2007-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920744	wnv	JF920744	2007-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920745	wnv	JF920745	2007-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920746	wnv	JF920746	2007-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920747	wnv	JF920747	2008-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920748	wnv	JF920748	2008-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920749	wnv	JF920749	2008-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920750	wnv	JF920750	2008-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920751	wnv	JF920751	2008-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920752	wnv	JF920752	2008-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920753	wnv	JF920753	2008-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920754	wnv	JF920754	2008-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920755	wnv	JF920755	2008-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920756	wnv	JF920756	2008-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920757	wnv	JF920757	2008-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920758	wnv	JF920758	2009-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920759	wnv	JF920759	2009-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF920760	wnv	JF920760	2009-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JF957161	wnv	JF957161	2006-08-01	North America	USA	NA	ID			genome						44.2405	-114.4788	
JF957162	wnv	JF957162	2006-08-01	North America	USA	NA	ID			genome						44.2405	-114.4788	
JF957163	wnv	JF957163	2006-08-01	North America	USA	NA	ID			genome						44.2405	-114.4788	
JF957164	wnv	JF957164	2006-08-01	North America	USA	NA	ID			genome						44.2405	-114.4788	
JF957165	wnv	JF957165	2006-08-01	North America	USA	NA	ID			genome						44.2405	-114.4788	
JF957166	wnv	JF957166	2006-08-01	North America	USA	NA	UT			genome						40.15	-111.8624	
JF957167	wnv	JF957167	2006-08-01	North America	USA	NA	NC			genome						35.6301	-79.8064	
JF957168	wnv	JF957168	2007-08-01	North America	USA	NA	ID			genome						44.2405	-114.4788	
JF957169	wnv	JF957169	2007-08-01	North America	USA	NA	CO			genome						39.0598	-105.3111	
JF957170	wnv	JF957170	2007-08-01	North America	USA	NA	CO			genome						39.0598	-105.3111	
JF957171	wnv	JF957171	2007-08-01	North America	USA	NA	ID			genome						44.2405	-114.4788	
JF957172	wnv	JF957172	2007-08-01	North America	USA	NA	ID			genome						44.2405	-114.4788	
JF957173	wnv	JF957173	2008-08-01	North America	USA	NA	AZ			genome						33.7298	-111.4312	
JF957174	wnv	JF957174	2008-08-01	North America	USA	NA	NV			genome						38.3135	-117.0554	
JF957175	wnv	JF957175	2009-08-01	North America	USA	NA	NV			genome						38.3135	-117.0554	
JF957176	wnv	JF957176	2009-08-01	North America	USA	NA	AZ			genome						33.7298	-111.4312	
JF957177	wnv	JF957177	2009-08-01	North America	USA	NA	NV			genome						38.3135	-117.0554	
JF957178	wnv	JF957178	2009-08-01	North America	USA	NA	NV			genome						38.3135	-117.0554	
JF957179	wnv	JF957179	2009-08-01	North America	USA	NA	LA			genome						31.1695	-91.8678	
JF957180	wnv	JF957180	2009-08-01	North America	USA	NA	NV			genome						38.3135	-117.0554	
JF957181	wnv	JF957181	2009-08-01	North America	USA	NA	SD			genome						44.2998	-99.4388	
JF957182	wnv	JF957182	2009-08-01	North America	USA	NA	TX			genome						31.0545	-97.5635	
JF957183	wnv	JF957183	2009-08-01	North America	USA	NA	TX			genome						31.0545	-97.5635	
JF957184	wnv	JF957184	2009-08-01	North America	USA	NA	CO			genome						39.0598	-105.3111	
JF957185	wnv	JF957185	2010-08-01	North America	USA	NA	AZ			genome						33.7298	-111.4312	
JF957186	wnv	JF957186	2010-08-01	North America	USA	NA	AZ			genome						33.7298	-111.4312	
JF972636	wnv	JF972636	2008-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JN183885	wnv	JN183885	2008-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
JN183886	wnv	JN183886	2008-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
JN183887	wnv	JN183887	2002-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
JN183888	wnv	JN183888	2006-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
JN183890	wnv	JN183890	2003-08-01	North America	USA	NA	CT			genome						41.5978	-72.7554	
JN183891	wnv	JN183891	2002-08-01	North America	USA	NA	IL			genome						40.3495	-88.9861	
JN183892	wnv	JN183892	2005-08-01	North America	USA	NA	IL			genome						40.3495	-88.9861	
JN367277	wnv	JN367277	2004-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
JN716371	wnv	JN716371	2008-07-15	North America	USA	NA	COL/ANT/Medellin			genome								
JN716372	wnv	JN716372	2008-07-15	North America	USA	NA	COL/ANT/Medellin			genome								
JQ700437	wnv	JQ700437	2003-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
JQ700438	wnv	JQ700438	2011-08-01	North America	USA	NA	AZ			genome						33.7298	-111.4312	
JQ700439	wnv	JQ700439	2011-08-01	North America	USA	NA	MS			genome						32.7416	-89.6787	
JQ700440	wnv	JQ700440	2011-08-01	North America	USA	NA	AZ			genome						33.7298	-111.4312	
JQ700441	wnv	JQ700441	2011-08-01	North America	USA	NA	CA			genome						36.1162	-119.6816	
JQ700442	wnv	JQ700442	2011-08-01	North America	USA	NA	NY			genome						42.1657	-74.9481	
JX015515	wnv	JX015515	2005-06-28	North America	USA	NA	TX			genome						31.0545	-97.5635	
JX015516	wnv	JX015516	2007-08-14	North America	USA	NA	TX			genome						31.0545	-97.5635	
JX015517	wnv	JX015517	2008-08-26	North America	USA	NA	TX			genome						31.0545	-97.5635	
JX015518	wnv	JX015518	2008-09-09	North America	USA	NA	MEX/CHH/Ciudad-Juarez			genome								
JX015519	wnv	JX015519	2009-07-28	North America	USA	NA	TX			genome						31.0545	-97.5635	
JX015520	wnv	JX015520	2009-08-11	North America	USA	NA	MEX/CHH/Ciudad-Juarez			genome								
JX015521	wnv	JX015521	2009-09-01	North America	USA	NA	TX			genome						31.0545	-97.5635	
JX015522	wnv	JX015522	2010-08-17	North America	USA	NA	TX			genome						31.0545	-97.5635	
JX015523	wnv	JX015523	2010-08-31	North America	USA	NA	TX			genome						31.0545	-97.5635	
KC333374	wnv	KC333374	2011-08-26	North America	USA	NA	TX			genome						31.0545	-97.5635	
KC333375	wnv	KC333375	2012-08-04	North America	USA	NA	TX			genome						31.0545	-97.5635	
KC333376	wnv	KC333376	2012-06-14	North America	USA	NA	TX			genome						31.0545	-97.5635	
KC333377	wnv	KC333377	2012-06-14	North America	USA	NA	TX			genome						31.0545	-97.5635	
KC333378	wnv	KC333378	2012-06-28	North America	USA	NA	TX			genome						31.0545	-97.5635	
KC333379	wnv	KC333379	2012-06-28	North America	USA	NA	TX			genome						31.0545	-97.5635	
KC333380	wnv	KC333380	2012-06-29	North America	USA	NA	TX			genome						31.0545	-97.5635	
KC333381	wnv	KC333381	2012-07-04	North America	USA	NA	TX			genome						31.0545	-97.5635	
